k,prev_fname,curr_fname,prev_time_ms,curr_time_ms,dt_ms,dt_s,N_matches,des_cx,des_cy,des_perim,des_r23_14,des_rot,des_r12_34,cur_cx,cur_cy,cur_perim,cur_r23_14,cur_rot,cur_r12_34,e_cx,e_cy,e_perim,e_r23_14,e_rot_wrapped,e_r12_34,edot_cx,edot_cy,edot_perim,edot_r23_14,edot_rot,edot_r12_34
37,img_37.png,img_38.png,7200,7400,200,0.2,4167,0.48398128151893616,0.5825001001358032,1.730705976486206,1.0248231887817383,-0.042447030544281006,0.967156171798706,0.5003657341003418,0.5838763117790222,1.7783452272415161,1.0317738056182861,-0.053699564188718796,0.9573031067848206,0.01638445258140564,0.0013762116432189941,0.04763925075531006,0.0069506168365478516,-0.01125253364443779,-0.009853065013885498,0.0819222629070282,0.006881058216094971,0.2381962537765503,0.03475308418273926,-0.05626266822218895,-0.04926532506942749
38,img_38.png,img_39.png,7400,7600,200,0.2,4473,0.5230801701545715,0.5441662669181824,1.790230393409729,1.0142865180969238,-0.025401270017027855,1.0119565725326538,0.5071802139282227,0.5529439449310303,1.8486534357070923,1.016515851020813,-0.02563689649105072,0.9969168901443481,-0.015899956226348877,0.0087776780128479,0.05842304229736328,0.00222933292388916,-0.0002356264740228653,-0.015039682388305664,-0.07949978113174438,0.0438883900642395,0.2921152114868164,0.0111466646194458,-0.0011781323701143265,-0.07519841194152832
39,img_39.png,img_40.png,7600,7801,201,0.201,3612,0.47337520122528076,0.5936323404312134,1.7624874114990234,1.0117521286010742,-0.03950410336256027,0.9747931361198425,0.4879397749900818,0.5879651308059692,1.80031156539917,1.0227969884872437,-0.02998758852481842,0.9650797843933105,0.014564573764801025,-0.005667209625244141,0.037824153900146484,0.011044859886169434,0.009516514837741852,-0.009713351726531982,0.07246056199073792,-0.02819507196545601,0.1881798654794693,0.054949551820755005,0.0473458431661129,-0.048325132578611374
40,img_40.png,img_41.png,7801,8000,199,0.199,3631,0.5137410759925842,0.595731258392334,1.710349202156067,1.0319768190383911,-0.02413705736398697,0.9627348184585571,0.5093900561332703,0.5990493297576904,1.7679516077041626,1.0256869792938232,-0.04127548635005951,0.9527577757835388,-0.004351019859313965,0.0033180713653564453,0.0576024055480957,-0.006289839744567871,-0.01713842898607254,-0.00997704267501831,-0.021864421665668488,0.016673725098371506,0.28945931792259216,-0.03160723298788071,-0.08612275868654251,-0.05013589188456535
41,img_41.png,img_42.png,8000,8200,200,0.2,4570,0.48880329728126526,0.5665280818939209,1.6939609050750732,0.9686015844345093,0.0017706268699839711,0.9525139331817627,0.4973584711551666,0.5668280720710754,1.7381529808044434,0.9772721529006958,0.01301522646099329,0.9339079856872559,0.008555173873901367,0.000299990177154541,0.04419207572937012,0.008670568466186523,0.01124459970742464,-0.018605947494506836,0.042775869369506836,0.001499950885772705,0.22096037864685059,0.04335284233093262,0.05622299760580063,-0.09302973747253418
42,img_42.png,img_43.png,8200,8400,200,0.2,4619,0.4710678160190582,0.5808063745498657,1.7377960681915283,1.0008567571640015,0.014504572376608849,0.9734901189804077,0.4792807698249817,0.5785366892814636,1.7596983909606934,1.0039145946502686,-0.005790767725557089,0.9641075730323792,0.008212953805923462,-0.0022696852684020996,0.02190232276916504,0.00305783748626709,-0.020295340567827225,-0.009382545948028564,0.04106476902961731,-0.011348426342010498,0.1095116138458252,0.01528918743133545,-0.10147669911384583,-0.04691272974014282
43,img_43.png,img_44.png,8400,8600,200,0.2,3876,0.5207253098487854,0.5644879937171936,1.699737548828125,0.9946597218513489,-0.051728107035160065,1.017957091331482,0.5086239576339722,0.5818563103675842,1.7630575895309448,0.9955773949623108,-0.042337942868471146,1.0019255876541138,-0.012101352214813232,0.017368316650390625,0.06332004070281982,0.0009176731109619141,0.009390164166688919,-0.016031503677368164,-0.06050676107406616,0.08684158325195312,0.3166002035140991,0.00458836555480957,0.046950820833444595,-0.08015751838684082
44,img_44.png,img_45.png,8600,8801,201,0.201,3863,0.46951204538345337,0.584496796131134,1.7128043174743652,0.9784571528434753,-0.05756768211722374,0.9842677116394043,0.49485838413238525,0.5712976455688477,1.7380799055099487,0.9914443492889404,-0.05712364614009857,0.9808179140090942,0.025346338748931885,-0.013199150562286377,0.025275588035583496,0.012987196445465088,0.00044403597712516785,-0.0034497976303100586,0.12610118091106415,-0.06566741317510605,0.12574918568134308,0.06461291760206223,0.002209134167060256,-0.017163172364234924
45,img_45.png,img_46.png,8801,9000,199,0.199,3881,0.5027602314949036,0.5694637894630432,1.6930255889892578,1.0114073753356934,-0.020959313958883286,0.9938658475875854,0.4983956813812256,0.5759171843528748,1.7516934871673584,1.0177353620529175,-0.02392999641597271,0.9788475632667542,-0.0043645501136779785,0.006453394889831543,0.058667898178100586,0.006327986717224121,-0.002970682457089424,-0.015018284320831299,-0.021932411938905716,0.03242912143468857,0.2948135435581207,0.03179892897605896,-0.014928052201867104,-0.0754687637090683
46,img_46.png,img_47.png,9000,9200,200,0.2,4107,0.4911324977874756,0.5599789619445801,1.6831985712051392,0.9938420653343201,-0.036817651242017746,0.9599858522415161,0.5066561102867126,0.5591179728507996,1.710615873336792,1.001782774925232,-0.030922146514058113,0.9240880012512207,0.01552361249923706,-0.0008609890937805176,0.027417302131652832,0.007940709590911865,0.005895504727959633,-0.03589785099029541,0.0776180624961853,-0.004304945468902588,0.13708651065826416,0.039703547954559326,0.029477523639798164,-0.17948925495147705
47,img_47.png,img_48.png,9200,9400,200,0.2,4592,0.4979611039161682,0.5663617849349976,1.7108757495880127,0.998622715473175,-0.002074579941108823,0.9952406883239746,0.500481367111206,0.5670859217643738,1.7570152282714844,1.0059406757354736,-0.021126605570316315,0.976414144039154,0.002520263195037842,0.0007241368293762207,0.04613947868347168,0.007317960262298584,-0.01905202493071556,-0.018826544284820557,0.012601315975189209,0.0036206841468811035,0.2306973934173584,0.03658980131149292,-0.0952601209282875,-0.09413272142410278
48,img_48.png,img_49.png,9400,9600,200,0.2,4068,0.5038563013076782,0.5674424171447754,1.719849705696106,1.030595302581787,-0.050849393010139465,0.9810110330581665,0.5063942670822144,0.5691712498664856,1.7561533451080322,1.0372742414474487,-0.03672642633318901,0.9671844244003296,0.002537965774536133,0.001728832721710205,0.03630363941192627,0.006678938865661621,0.014122966676950455,-0.013826608657836914,0.012689828872680664,0.008644163608551025,0.18151819705963135,0.033394694328308105,0.07061482965946198,-0.06913304328918457
49,img_49.png,img_50.png,9600,9801,201,0.201,3868,0.49521878361701965,0.5777576565742493,1.6933608055114746,0.950704038143158,-0.021141517907381058,1.0780194997787476,0.508317232131958,0.5784347653388977,1.729261875152588,0.9527034163475037,-0.03379509970545769,1.061526894569397,0.013098448514938354,0.0006771087646484375,0.03590106964111328,0.001999378204345703,-0.01265358179807663,-0.016492605209350586,0.0651664063334465,0.0033687001559883356,0.17861227691173553,0.00994715467095375,-0.06295314431190491,-0.08205275982618332
50,img_50.png,img_51.png,9801,10000,199,0.199,4072,0.5383902192115784,0.5546224117279053,1.7491652965545654,0.95754075050354,-0.02195415459573269,1.1322437524795532,0.525740921497345,0.5641151666641235,1.8041898012161255,0.9573189616203308,-0.02417352795600891,1.1087942123413086,-0.012649297714233398,0.009492754936218262,0.05502450466156006,-0.00022178888320922852,-0.0022193733602762222,-0.02344954013824463,-0.06356430798768997,0.04770228639245033,0.2765050530433655,-0.0011145169846713543,-0.011152629740536213,-0.11783688515424728
51,img_51.png,img_52.png,10000,10200,200,0.2,4751,0.4916701912879944,0.5532917380332947,1.711552381515503,0.9582946300506592,-0.01583896577358246,1.0332751274108887,0.5036067366600037,0.5563501715660095,1.7441903352737427,0.9600231647491455,-0.016185816377401352,1.019985318183899,0.011936545372009277,0.0030584335327148438,0.032637953758239746,0.0017285346984863281,-0.00034685060381889343,-0.013289809226989746,0.05968272686004639,0.015292167663574219,0.16318976879119873,0.00864267349243164,-0.0017342530190944672,-0.06644904613494873
52,img_52.png,img_53.png,10200,10400,200,0.2,4986,0.5265844464302063,0.5585283041000366,1.728036880493164,1.008325457572937,-0.03111455962061882,0.9090410470962524,0.5245720148086548,0.5586894154548645,1.772204041481018,1.0076626539230347,-0.05115876719355583,0.8919166922569275,-0.0020124316215515137,0.00016111135482788086,0.044167160987854004,-0.0006628036499023438,-0.02004420757293701,-0.01712435483932495,-0.010062158107757568,0.0008055567741394043,0.22083580493927002,-0.0033140182495117188,-0.10022103786468506,-0.08562177419662476
53,img_53.png,img_54.png,10400,10600,200,0.2,5139,0.5089645385742188,0.5508356690406799,1.6774742603302002,1.0168681144714355,-0.06330008059740067,0.8873467445373535,0.5099368691444397,0.5531397461891174,1.706934928894043,1.0213849544525146,-0.0546715147793293,0.871674120426178,0.0009723305702209473,0.0023040771484375,0.029460668563842773,0.0045168399810791016,0.008628565818071365,-0.015672624111175537,0.004861652851104736,0.0115203857421875,0.14730334281921387,0.022584199905395508,0.04314282909035683,-0.07836312055587769
